ENDSVILLE400_0001	ながしぎりがかんぜんにはいれば、でばふのこうかがふよされる。
SHORT800_4_2761	じゅういちがつむいかに、ふぁいとまねーがふりこまれた。
SHORT800_4_2762	いばらきのいざかやで、さんじょう゛ぇーぜをのむ。
SHORT800_4_2763	えんじょうしたきゅひょんが、しゅやくからおろされたぞ。
SHORT800_4_2764	う゛ぃちぇすらーう゛なと、かつりんはんのうをまなぶ。
SHORT800_4_2765	う゛ぇるとぅるすぃーで、ししゃごにゅうをおしえる。
SHORT800_4_2766	おれわろまーにゃにはぐくまれた。
SHORT800_4_2767	ぶらさがりわ、どりょくしてもはちびょうがげんどだ。
SHORT800_4_2768	ぎゅーりっくわ、びよくのへんちょうにきづいた。
SHORT800_4_2769	よごれたふくで、まうぉぽるすきぇをそぞろあるきする。
SHORT800_4_2770	ぶるしぇわ、きゅーぴっとにちゅうせいをちかう。
SHORT800_4_2771	ふぃるふぉるとびょうどうに、ぎゃらをわけなきゃ。
SHORT800_4_2772	うぇーう゛ぇるとんわ、ふくざつなぎょうむをしょいこむ。
SHORT800_4_2773	ぽめーつぃあで、うぇずれいのちめいどわぜつだいだ。
SHORT800_4_2774	ぱすてゅーるのしわ、どぶれぽりぇをほうふつする。
SHORT800_4_2775	さるみゃーえにあやまらなきゃならんな。
SHORT800_4_2776	はるてゅにゃんが、りゅぶのでそうなんした。
SHORT800_4_2777	ぜちゅのきぼりわ、やすりですってしあげる。
SHORT800_4_2778	みゅーちゅあるふぁんどが、ぼうだいなこきゃくをかかえる。
SHORT800_4_2779	ちぇるにうつぃのりょうどを、おかしてわならぬ。
SHORT800_4_2780	でゃこふすかが、ひょうへきをのぼる。
SHORT800_4_2781	しるう゛ぇーぬわ、あでぃーちぇをとるつもりだ。
SHORT800_4_2782	うぉーとりーよ、ほしのもとえきたれ。
SHORT800_4_2783	おうぼわふたつのぷろじぇくとで、さいたくわひとつだ。
SHORT800_4_2784	ふぁらりょんのいちわ、はあくずみだ。
SHORT800_4_2785	ふぁーくぁーえきで、でんちをかった。
SHORT800_4_2786	てぴょんわ、せっしょくじこでろっこつをおった。
SHORT800_4_2787	ぐうぇんわぼぜんでてをあわす。
SHORT800_4_2788	びゃちぇすらふわ、かぶでひとやまあてた。
SHORT800_4_2789	そうじゅくなどれふゅすが、ひにくをいう。
SHORT800_4_2790	たぐぁしぱをみようと、ひとがつらなる。
SHORT800_4_2791	べつにむこがほしいわけじゃないですよ？
SHORT800_4_2792	ぶっちょうづらのへーう゛ぇですにたのんでね？
SHORT800_4_2793	ぶらんぐぃんにみちをゆずり、しっかくとなった。
SHORT800_4_2794	くれしぇんつぁがきゃたつで、はーるしゅれう゛ぇりゅーをとる。
SHORT800_4_2795	かちくをじゅうぶんにこやしてしゅっかする。
SHORT800_4_2796	はいごのでぇみーどう゛ぁが、でぃすぷれいをのぞきこむ。
SHORT800_4_2797	せれずにょうが、きんだんのかじつにてをだした。
SHORT800_4_2798	ぐでるつぉのあびりてぃーわ、きょういだからな。
SHORT800_4_2799	はげしいちょっぷに、おもわずてゃーとさけぶ。
SHORT800_4_2800	ふぇるっちょわ、けいざいてきにゆたかだ。
LONG800_1_2801	ひょっとして、りちぇんつぁみやげだったてゃーくんのしゃつを、ひょうはくしちゃいました？
LONG800_1_2802	れいわのじだい、きゅうたいいぜんとしたせいどにしばられると、ぜっとせだいにきらわれますよ。
LONG800_1_2803	ふるびぇしゅふからもどったうぉーるばーぐわ、ひでんかをけいあいしているのですね。
LONG800_1_2804	ぴいぇさくのふたごがりょうほうとも、ちぇるう゛ぃにゃーののゆうしゃとさんびされました。
LONG800_1_2805	せいやくしょでわ、でゃとでょ、およびてょがほうふなぶんがのるまですが、そろそろげんかいっす。
LONG800_1_2806	ぎゅんつぶるくで、うるしぇらにくつじょくをうけたなら、きたえあげばいにしてかえしましょう。
LONG800_1_2807	しつれんちょくごから、みきぇてぃんがへやにひきこもり、すでににじゅうねんがけいかしています。
LONG800_1_2808	こふくげきじょうのよといえど、ごびゃーとわ、う゛ぉるぺーどのひだねをゆうりょしてます。
LONG800_1_2809	こうとうせつじょでせいたいをうしなったあじぇだが、おんせいごうせいでじぶんのこえをだせます。
LONG800_1_2810	ぴょっさすこからしゅっこくするにわ、はんざつなてつづきをこなすことがようきゅうされます。
LONG800_1_2811	ぬうぉふぇわ、どんてんがつづくときがめいり、しょうしょうのみすにねちねちせっきょうしだすひとですね。
LONG800_1_2812	ぐらふぃかるゆーざいんたふぇーすで、ふぇれっとのしっぽをつかむげーむをかいはつしてみました。
LONG800_1_2813	うぃくりふが、きゃどをかつようしびょうがしたくうぃってぃおを、ぷろじぇくたーでとうえいする。
LONG800_1_2814	らどう゛りつぁだいひょうのぎょずでが、どたんばでぎゃくてんし、さらにつきはなそうとみなぎってます。
LONG800_1_2815	そりゃー、しがでまるいちにちあそべるなら、びわこでぶらっくばすつりがしたいですよ。
LONG800_1_2816	てきたいする、ぺとりゅーしかとぐれっじょがてをくむとわ、ごえつどうしゅうですね。
LONG800_1_2817	りゅうのぱぺっとをつかって、さらいぇう゛ぉのおちゃめなむすこを、ごじかんほどおもりします。
LONG800_1_2818	べにゃみーのわこうけつなじんかくで、あくゆうのとぅろうぃつきーでさえみとめてます。
LONG800_1_2819	ぴとぅのさくりゃくわそらごとでわないが、しどぅうぉのぼうがいにより、りゅうとうだびにおわりました。
LONG800_1_2820	くぉるすわ、しょっちゅうしゃこうばにおもむくのでゆうじんがおおく、これからちゅうぞうにいくそうです。
LONG800_1_2821	よくばって、れいきゃう゛ぃーくをつあーのこーすにいれたいが、ちょっとむちゃですね。
LONG800_1_2822	どらふとでにゅうだんしたせんしゅのなかで、う゛ぁーちゅにわひときわひかるものをかんじました。
LONG800_1_2823	うぉーたーすぽーつのうぇいぶぱふぉーまんすわ、ななねんまえからさかんですね。
LONG800_1_2824	あれわゆうべのことで、う゛ぁぷつぁろふとう゛ぉらう゛ぉらが、じょうじけんあくなむーどでした。
LONG800_1_2825	いやなよかんわてきちゅうで、ぽにゃーのがこうずいにさらされ、まちじゅうでけいしょうがなってます。
LONG800_1_2826	ふぁんひゅめるわ、じしゃくのきょくせいとせきりょくのそんざいを、じりきではっけんできました？
LONG800_1_2827	ぴぇがつくことばわにほんごにないが、ぴゃやびゃ、みょやひょもおどろくほどすくないんですよ？
LONG800_1_2828	ちごがばしゃばしゃとあめのなかはしりまわり、よくじつかぜをひき、ぶるぶるとふるえてます。
LONG800_1_2829	う゛ぇつぉぷわじじょをこようし、かいきゅうのかきねをこえ、わけへだてなくせっしています。
LONG800_1_2830	しゃくなげにわすうひゃくしゅるいあり、びぇるぐう゛ぃんがほれこんだ、べにいろのものもおおいです。
LONG800_1_2831	どぅるきぇう゛ぃちわ、ねつでうなされるわがこをうまにのせ、ふぶきのなかびょういんにむかいます。
LONG800_1_2832	どんづまりのくきょうだったが、ねでゃるかのごにゅうりょくがきっかけで、こうみょうがみえました。
LONG800_1_2833	どぅえにゃすがでざいんしたうるしぬりのかぐわ、べでぃっつぉーれでもざいこぎれですよ。
LONG800_1_2834	ぱどぅあにあるれげーつぃたくのけんせつわ、ぴゅーぴゅーちょーていんにまかせてます。
LONG800_1_2835	ぐぇらっつぃわ、あぶらそばのえんぶんを、あじをおとさずへらすれしぴをこうあんしました。
LONG800_1_2836	けんぽういはんかのはんだんわむずかしいので、ぱつぁつぉぐるにきいてみましょう。
LONG800_1_2837	りぇーごわきってをちょうふしわすれ、ちぇりにゃーれのぬーつぉんに、あんごうをとどけそこねました。
LONG800_1_2838	どぅぐぉんのおかあさんわ、おっととのしべつごに、とぅんじぇりからでぃにゃーのえいじゅうしたそうです。
LONG800_1_2839	ふぁいふぁーがすきゃんだるでなげだした、ぱるどぅびつぇのせいじを、ぽすとひゅまにまかせられますか？
LONG800_1_2840	う゛ぇすとふぁーれんしゅうで、つぇぎぇるすきが、ぽーかーなどのかーどげーむをふきゅうさせようとしてます。
LONG800_1_2841	じゅうじゅんにさくぶんすると、てゅやふゅわむずかしく、みょやひょなどわ、こうぞくもーらがかぎられます。
LONG800_1_2842	どこかでみゃーみゃーときこえるのでなべのふたをあけたら、こねこがいっぴきかくれてました。
LONG800_1_2843	おりじなるのばくだんがさくれつし、とぅくたみしぇわわ、ひんしのじゅうしょうをおいました。
LONG800_1_2844	ふーどこーとで、にゃしんべわかつどんを、ねすびょーわまぐろどんをおーだーしました。
LONG800_1_2845	ぎすらんつぉーにのかーでぃがんに、なぽりたんそーすがふちゃくし、しみになりました。
LONG800_1_2846	ちぇるにょふつぇにいくゆめをこがし、どぅんびあわこつこつはたらきつづけたのですね。
LONG800_1_2847	かちかちにかたいあわびも、くぇいやーがにれば、やわらかくふにゃふにゃになります。
LONG800_1_2848	えどぅあーるわ、せみょのう゛ぉでそだちせいしゅんをともにすごした、かけがえのないともです。
LONG800_1_2849	ぴゃねっつぇのめいかをてみやげに、ぐれーつぁーとろくねんぶりのさいかいをはたしました。
LONG800_1_2850	いぇじぇいちゃくのけんかがたぜいにぶぜいなので、われわれもすけだちしませんか？
LONG800_1_2851	かこにるいをみないごうせつで、でゅーいんぐのもくぞうあばらやわ、ぺしゃんこになりました。
LONG800_1_2852	つぉうふぁろう゛ぁーわえぞびたきをかっており、はやおきがしゅうかんかしています。
LONG800_1_2853	そけんをうすっぺらいとばかにするが、これわえりぬきのしょくにんが、わざをくししたいっぴんです。
LONG800_1_2854	おりう゛ぇいらわ、うぃんどさーふぃんでみつけたふぃるむを、ちょくはんさいとでこうにゅうしました。
LONG800_1_2855	くぃーびーんとそーびょーんをのせたぷろぺらきが、もうじきごう゛ぉーねにちゃくりくします。
LONG800_1_2856	どぅどぅかわ、さーくるでわへにょへにょしたやつだが、いえにかくしきだかいぶつだんがあります。
LONG800_1_2857	このかぎわおんせいにんしきでひらき、あいことばわ、でゃーてゃーみゅーでょーです。
LONG800_1_2858	しんしんをれんまするならぶどうとききますが、ざう゛るちだとなにがならえるかしらべます。
LONG800_1_2859	やまなしでたっぴつのぐぅーさんが、ふぁみりーわりびきのしょるいをつっかえされていました。
LONG800_1_2860	なぎょわわ、じゃどぅごだできしゃにのり、きてきのおとにのすたるじーをおぼえました。
LONG800_1_2861	てぃとぅすわ、げんぶ、びゃっこ、せいりゅう、すざくにきょうみをもち、そのごげんをしらべてます。
LONG800_1_2862	すてぃーう゛のらのべのたいりゃくわ、いせかいてんせいしてもへいぼんにしぬ、みもふたもないものです。
LONG800_1_2863	せんじつのことですが、おもわぬぐっどにゅーすに、すぐぃのくちもとがほころびていました。
LONG800_1_2864	あとになるほど、ぴゃやふゅ、にょやみゅなどをいれたさくぶんが、つらくなってきます。
